estimating workload which takes just one milisecond
end estimation
1	0	1
1	1	2
1	2	3
1	3	4
1	4	5
1	5	6
1	5	7
1	6	8
1	7	9
1	8	10
1	9	11
1	10	12
1	10	13
1	11	14
1	12	15
1	13	16
1	14	17
1	15	18
1	15	19
1	16	20
1	17	21
1	18	22
1	19	23
1	20	24
1	20	25
1	21	26
1	22	27
1	43	28
1	44	29
1	45	30
1	45	31
1	46	32
1	47	33
1	48	34
1	49	35
1	50	36
1	50	37
1	51	38
1	52	39
1	53	40
1	54	41
1	55	42
1	55	43
1	56	44
1	57	45
1	58	46
1	59	47
1	60	48
1	60	49
1	61	50
1	62	51
1	83	52
1	84	53
1	85	54
1	85	55
1	86	56
1	87	57
1	88	58
1	89	59
1	90	60
1	90	61
1	91	62
1	92	63
1	93	64
1	94	65
1	95	66
1	95	67
1	96	68
1	97	69
1	98	70
1	99	71
1	100	72
1	100	73
1	101	74
1	102	75
1	123	76
1	124	77
1	125	78
1	125	79
1	126	80
1	127	81
1	128	82
1	129	83
1	130	84
1	130	85
1	131	86
1	132	87
1	133	88
1	134	89
1	135	90
1	135	91
1	136	92
1	137	93
1	138	94
1	139	95
1	140	96
1	140	97
1	141	98
1	163	99
1	163	100
estimating workload which takes just one milisecond
end estimation
0	23	1
0	24	2
0	25	3
0	26	4
0	27	5
0	28	6
0	28	7
0	29	8
0	30	9
0	31	10
0	32	11
0	33	12
0	33	13
0	34	14
0	35	15
0	36	16
0	37	17
0	37	18
0	38	19
0	39	20
0	40	21
0	41	22
0	42	23
0	42	24
0	63	25
0	64	26
0	65	27
0	66	28
0	67	29
0	68	30
0	68	31
0	69	32
0	70	33
0	71	34
0	72	35
0	73	36
0	73	37
0	74	38
0	75	39
0	76	40
0	77	41
0	77	42
0	78	43
0	79	44
0	80	45
0	81	46
0	82	47
0	82	48
0	103	49
0	104	50
0	105	51
0	106	52
0	107	53
0	107	54
0	108	55
0	109	56
0	110	57
0	111	58
0	112	59
0	112	60
0	113	61
0	114	62
0	115	63
0	116	64
0	117	65
0	117	66
0	118	67
0	119	68
0	120	69
0	121	70
0	122	71
0	122	72
0	143	73
0	144	74
0	145	75
0	146	76
0	147	77
0	148	78
0	149	79
0	150	80
0	151	81
0	152	82
0	153	83
0	154	84
0	155	85
0	156	86
0	156	87
0	157	88
0	158	89
0	159	90
0	160	91
0	160	92
0	161	93
0	162	94
0	164	95
0	165	96
0	166	97
0	166	98
0	167	99
0	168	100
estimating workload which takes just one milisecond
end estimation
