estimating workload which takes just one milisecond
end estimation
3	0	1
3	1	2
3	2	3
3	3	4
3	4	5
3	5	6
3	5	7
3	6	8
3	7	9
3	38	10
3	39	11
3	40	12
3	40	13
3	41	14
3	42	15
3	43	16
3	44	17
3	44	18
3	45	19
3	46	20
3	47	21
3	78	22
3	79	23
3	80	24
3	80	25
3	81	26
3	82	27
3	83	28
3	84	29
3	84	30
3	85	31
3	86	32
3	87	33
3	118	34
3	119	35
3	119	36
3	120	37
3	121	38
3	122	39
3	123	40
3	124	41
3	124	42
3	125	43
3	126	44
3	127	45
3	158	46
3	159	47
3	159	48
3	160	49
3	161	50
3	162	51
3	163	52
3	164	53
3	164	54
3	165	55
3	166	56
3	167	57
3	198	58
3	198	59
3	199	60
3	200	61
3	201	62
3	202	63
3	203	64
3	203	65
3	204	66
3	205	67
3	206	68
3	207	69
3	207	70
3	238	71
3	239	72
3	240	73
3	241	74
3	242	75
3	242	76
3	243	77
3	244	78
3	245	79
3	246	80
3	247	81
3	247	82
3	278	83
3	279	84
3	280	85
3	281	86
3	281	87
3	282	88
3	283	89
3	284	90
3	285	91
3	286	92
3	286	93
3	287	94
3	318	95
3	319	96
3	320	97
3	321	98
3	322	99
3	322	100
estimating workload which takes just one milisecond
end estimation
2	8	1
2	9	2
2	10	3
2	11	4
2	12	5
2	13	6
2	13	7
2	14	8
2	15	9
2	16	10
2	17	11
2	18	12
2	48	13
2	49	14
2	50	15
2	51	16
2	52	17
2	53	18
2	53	19
2	54	20
2	55	21
2	56	22
2	57	23
2	57	24
2	88	25
2	89	26
2	90	27
2	91	28
2	92	29
2	92	30
2	93	31
2	94	32
2	95	33
2	96	34
2	97	35
2	97	36
2	128	37
2	129	38
2	130	39
2	131	40
2	132	41
2	132	42
2	133	43
2	134	44
2	135	45
2	136	46
2	136	47
2	137	48
2	168	49
2	169	50
2	170	51
2	171	52
2	171	53
2	172	54
2	173	55
2	174	56
2	175	57
2	176	58
2	176	59
2	177	60
2	208	61
2	209	62
2	210	63
2	210	64
2	211	65
2	212	66
2	213	67
2	214	68
2	215	69
2	215	70
2	216	71
2	217	72
2	248	73
2	249	74
2	250	75
2	250	76
2	251	77
2	252	78
2	253	79
2	254	80
2	254	81
2	255	82
2	256	83
2	257	84
2	288	85
2	289	86
2	289	87
2	290	88
2	291	89
2	292	90
2	293	91
2	294	92
2	294	93
2	295	94
2	296	95
2	297	96
2	323	97
2	323	98
2	324	99
2	325	100
estimating workload which takes just one milisecond
end estimation
1	18	1
1	19	2
1	20	3
1	21	4
1	22	5
1	23	6
1	23	7
1	24	8
1	25	9
1	26	10
1	27	11
1	28	12
1	58	13
1	59	14
1	60	15
1	61	16
1	62	17
1	63	18
1	63	19
1	64	20
1	65	21
1	66	22
1	67	23
1	68	24
1	98	25
1	99	26
1	100	27
1	101	28
1	102	29
1	103	30
1	103	31
1	104	32
1	105	33
1	106	34
1	107	35
1	138	36
1	138	37
1	139	38
1	140	39
1	141	40
1	142	41
1	143	42
1	144	43
1	144	44
1	145	45
1	146	46
1	147	47
1	178	48
1	179	49
1	180	50
1	180	51
1	181	52
1	182	53
1	183	54
1	184	55
1	185	56
1	185	57
1	186	58
1	187	59
1	218	60
1	219	61
1	219	62
1	220	63
1	221	64
1	222	65
1	223	66
1	224	67
1	224	68
1	225	69
1	226	70
1	227	71
1	258	72
1	259	73
1	259	74
1	260	75
1	261	76
1	262	77
1	263	78
1	263	79
1	264	80
1	265	81
1	266	82
1	267	83
1	268	84
1	298	85
1	299	86
1	300	87
1	301	88
1	302	89
1	303	90
1	303	91
1	304	92
1	305	93
1	306	94
1	307	95
1	308	96
1	326	97
1	327	98
1	328	99
1	328	100
estimating workload which takes just one milisecond
end estimation
0	28	1
0	29	2
0	30	3
0	31	4
0	32	5
0	33	6
0	33	7
0	34	8
0	35	9
0	36	10
0	37	11
0	38	12
0	68	13
0	69	14
0	70	15
0	71	16
0	72	17
0	72	18
0	73	19
0	74	20
0	75	21
0	76	22
0	77	23
0	77	24
0	108	25
0	109	26
0	110	27
0	111	28
0	112	29
0	112	30
0	113	31
0	114	32
0	115	33
0	116	34
0	117	35
0	117	36
0	148	37
0	149	38
0	150	39
0	151	40
0	152	41
0	153	42
0	153	43
0	154	44
0	155	45
0	156	46
0	157	47
0	158	48
0	188	49
0	189	50
0	190	51
0	191	52
0	192	53
0	193	54
0	193	55
0	194	56
0	195	57
0	196	58
0	197	59
0	197	60
0	228	61
0	229	62
0	230	63
0	231	64
0	232	65
0	232	66
0	233	67
0	234	68
0	235	69
0	236	70
0	236	71
0	237	72
0	268	73
0	269	74
0	270	75
0	271	76
0	272	77
0	272	78
0	273	79
0	274	80
0	275	81
0	276	82
0	276	83
0	277	84
0	308	85
0	309	86
0	310	87
0	311	88
0	311	89
0	312	90
0	313	91
0	314	92
0	315	93
0	316	94
0	316	95
0	317	96
0	329	97
0	330	98
0	331	99
0	332	100
estimating workload which takes just one milisecond
end estimation
